order_id,user_id,full_name,sale_date,product_name,product_category,product_price
9,927,Benjamín Fuentes,2025-04-26,Dell XPS 13,Laptops,1499.0
9,927,Benjamín Fuentes,2025-04-26,Apple Magic Keyboard,Accessories,129.99
9,927,Benjamín Fuentes,2025-04-26,iPhone 14,Smartphones,899.99
9,927,Benjamín Fuentes,2025-04-26,Dell XPS 13,Laptops,1499.0
9,927,Benjamín Fuentes,2025-04-26,Philips Hue Bulb,Smart Home,49.99
9,927,Benjamín Fuentes,2025-04-26,"Samsung QLED 65""",Televisions,1299.0
9,927,Benjamín Fuentes,2025-04-26,"MacBook Pro 14""",Laptops,1999.0
9,927,Benjamín Fuentes,2025-04-26,"Samsung QLED 65""",Televisions,1299.0
9,927,Benjamín Fuentes,2025-04-26,"Sony Bravia 55""",Televisions,1099.0
10,486,Luis Rojas,2024-12-27,Apple Watch Series 8,Wearables,399.0
10,486,Luis Rojas,2024-12-27,Logitech MX Master 3,Accessories,99.99
10,486,Luis Rojas,2024-12-27,GoPro HERO11,Cameras,499.0
10,486,Luis Rojas,2024-12-27,Bose QC 45,Audio,329.0
10,486,Luis Rojas,2024-12-27,Kindle Paperwhite,E-Readers,139.99
10,486,Luis Rojas,2024-12-27,Samsung Galaxy S23,Smartphones,849.99
10,486,Luis Rojas,2024-12-27,Apple Magic Keyboard,Accessories,129.99
10,486,Luis Rojas,2024-12-27,Apple Watch Series 8,Wearables,399.0
10,486,Luis Rojas,2024-12-27,Fitbit Charge 5,Wearables,149.99
10,486,Luis Rojas,2024-12-27,Bose QC 45,Audio,329.0
11,148,María Navarro,2025-02-26,"Samsung QLED 65""",Televisions,1299.0
11,148,María Navarro,2025-02-26,Google Nest Hub,Smart Home,99.99
11,148,María Navarro,2025-02-26,Ninja Air Fryer,Kitchen,119.99
11,148,María Navarro,2025-02-26,"MacBook Pro 14""",Laptops,1999.0
11,148,María Navarro,2025-02-26,AirPods Pro,Audio,249.0
11,148,María Navarro,2025-02-26,GoPro HERO11,Cameras,499.0
11,148,María Navarro,2025-02-26,"Samsung QLED 65""",Televisions,1299.0
11,148,María Navarro,2025-02-26,Google Nest Hub,Smart Home,99.99
11,148,María Navarro,2025-02-26,"Samsung QLED 65""",Televisions,1299.0
11,148,María Navarro,2025-02-26,Philips Hue Bulb,Smart Home,49.99
12,52,Ignacio Díaz,2024-09-24,Google Nest Hub,Smart Home,99.99
12,52,Ignacio Díaz,2024-09-24,GoPro HERO11,Cameras,499.0
12,52,Ignacio Díaz,2024-09-24,"Samsung QLED 65""",Televisions,1299.0
12,52,Ignacio Díaz,2024-09-24,Dell XPS 13,Laptops,1499.0
12,52,Ignacio Díaz,2024-09-24,"Sony Bravia 55""",Televisions,1099.0
12,52,Ignacio Díaz,2024-09-24,iPhone 14,Smartphones,899.99
12,52,Ignacio Díaz,2024-09-24,Dell XPS 13,Laptops,1499.0
12,52,Ignacio Díaz,2024-09-24,Kindle Paperwhite,E-Readers,139.99
12,52,Ignacio Díaz,2024-09-24,Samsung Galaxy S23,Smartphones,849.99
12,52,Ignacio Díaz,2024-09-24,Canon EOS M50,Cameras,679.0
13,807,Ignacio Pérez,2025-01-26,Canon EOS M50,Cameras,679.0
13,807,Ignacio Pérez,2025-01-26,AirPods Pro,Audio,249.0
13,807,Ignacio Pérez,2025-01-26,Google Nest Hub,Smart Home,99.99
13,807,Ignacio Pérez,2025-01-26,GoPro HERO11,Cameras,499.0
13,807,Ignacio Pérez,2025-01-26,Kindle Paperwhite,E-Readers,139.99
13,807,Ignacio Pérez,2025-01-26,Logitech MX Master 3,Accessories,99.99
13,807,Ignacio Pérez,2025-01-26,Samsung Galaxy S23,Smartphones,849.99
13,807,Ignacio Pérez,2025-01-26,Canon EOS M50,Cameras,679.0
13,807,Ignacio Pérez,2025-01-26,Canon EOS M50,Cameras,679.0
13,807,Ignacio Pérez,2025-01-26,Ninja Air Fryer,Kitchen,119.99
14,103,Daniela Romero,2024-11-10,Philips Hue Bulb,Smart Home,49.99
14,103,Daniela Romero,2024-11-10,Google Nest Hub,Smart Home,99.99
14,103,Daniela Romero,2024-11-10,GoPro HERO11,Cameras,499.0
14,103,Daniela Romero,2024-11-10,Razer Gaming Chair,Gaming,349.0
14,103,Daniela Romero,2024-11-10,Canon EOS M50,Cameras,679.0
14,103,Daniela Romero,2024-11-10,"MacBook Pro 14""",Laptops,1999.0
14,103,Daniela Romero,2024-11-10,iPhone 14,Smartphones,899.99
14,103,Daniela Romero,2024-11-10,Philips Hue Bulb,Smart Home,49.99
14,103,Daniela Romero,2024-11-10,Samsung Galaxy S23,Smartphones,849.99
14,103,Daniela Romero,2024-11-10,Bose QC 45,Audio,329.0
15,885,Camila Romero,2025-01-24,iPhone 14,Smartphones,899.99
15,885,Camila Romero,2025-01-24,Google Nest Hub,Smart Home,99.99
15,885,Camila Romero,2025-01-24,Philips Hue Bulb,Smart Home,49.99
15,885,Camila Romero,2025-01-24,Apple Watch Series 8,Wearables,399.0
15,885,Camila Romero,2025-01-24,"MacBook Pro 14""",Laptops,1999.0
15,885,Camila Romero,2025-01-24,iPhone 14,Smartphones,899.99
15,885,Camila Romero,2025-01-24,"Sony Bravia 55""",Televisions,1099.0
15,885,Camila Romero,2025-01-24,GoPro HERO11,Cameras,499.0
15,885,Camila Romero,2025-01-24,Philips Hue Bulb,Smart Home,49.99
15,885,Camila Romero,2025-01-24,GoPro HERO11,Cameras,499.0
16,498,Fernanda Sánchez,2024-08-07,Instant Pot Duo,Kitchen,89.99
16,498,Fernanda Sánchez,2024-08-07,Google Nest Hub,Smart Home,99.99
16,498,Fernanda Sánchez,2024-08-07,Apple Magic Keyboard,Accessories,129.99
16,498,Fernanda Sánchez,2024-08-07,iPhone 14,Smartphones,899.99
16,498,Fernanda Sánchez,2024-08-07,Bose QC 45,Audio,329.0
16,498,Fernanda Sánchez,2024-08-07,Fitbit Charge 5,Wearables,149.99
16,498,Fernanda Sánchez,2024-08-07,Apple Watch Series 8,Wearables,399.0
16,498,Fernanda Sánchez,2024-08-07,Logitech MX Master 3,Accessories,99.99
16,498,Fernanda Sánchez,2024-08-07,"Sony Bravia 55""",Televisions,1099.0
16,498,Fernanda Sánchez,2024-08-07,Apple Magic Keyboard,Accessories,129.99
17,847,Daniela Silva,2024-10-01,Dell XPS 13,Laptops,1499.0
17,847,Daniela Silva,2024-10-01,"MacBook Pro 14""",Laptops,1999.0
17,847,Daniela Silva,2024-10-01,Canon EOS M50,Cameras,679.0
17,847,Daniela Silva,2024-10-01,"MacBook Pro 14""",Laptops,1999.0
17,847,Daniela Silva,2024-10-01,Philips Hue Bulb,Smart Home,49.99
17,847,Daniela Silva,2024-10-01,Logitech MX Master 3,Accessories,99.99
17,847,Daniela Silva,2024-10-01,Ninja Air Fryer,Kitchen,119.99
17,847,Daniela Silva,2024-10-01,Kindle Paperwhite,E-Readers,139.99
17,847,Daniela Silva,2024-10-01,Samsung Galaxy S23,Smartphones,849.99
17,847,Daniela Silva,2024-10-01,Ninja Air Fryer,Kitchen,119.99
18,331,Pedro Morales,2025-04-01,Apple Magic Keyboard,Accessories,129.99
18,331,Pedro Morales,2025-04-01,Google Nest Hub,Smart Home,99.99
18,331,Pedro Morales,2025-04-01,Samsung Galaxy S23,Smartphones,849.99
18,331,Pedro Morales,2025-04-01,Apple Watch Series 8,Wearables,399.0
18,331,Pedro Morales,2025-04-01,Logitech MX Master 3,Accessories,99.99
18,331,Pedro Morales,2025-04-01,"Sony Bravia 55""",Televisions,1099.0
18,331,Pedro Morales,2025-04-01,"Samsung QLED 65""",Televisions,1299.0
18,331,Pedro Morales,2025-04-01,Google Nest Hub,Smart Home,99.99
18,331,Pedro Morales,2025-04-01,Kindle Paperwhite,E-Readers,139.99
18,331,Pedro Morales,2025-04-01,Canon EOS M50,Cameras,679.0
19,371,Carlos Torres,2025-05-03,Google Nest Hub,Smart Home,99.99
19,371,Carlos Torres,2025-05-03,Instant Pot Duo,Kitchen,89.99
19,371,Carlos Torres,2025-05-03,Google Nest Hub,Smart Home,99.99
19,371,Carlos Torres,2025-05-03,Apple Magic Keyboard,Accessories,129.99
19,371,Carlos Torres,2025-05-03,iPhone 14,Smartphones,899.99
19,371,Carlos Torres,2025-05-03,GoPro HERO11,Cameras,499.0
19,371,Carlos Torres,2025-05-03,Samsung Galaxy S23,Smartphones,849.99
19,371,Carlos Torres,2025-05-03,Logitech MX Master 3,Accessories,99.99
19,371,Carlos Torres,2025-05-03,Fitbit Charge 5,Wearables,149.99
19,371,Carlos Torres,2025-05-03,Instant Pot Duo,Kitchen,89.99
20,24,Antonia Pérez,2025-01-25,Apple Magic Keyboard,Accessories,129.99
20,24,Antonia Pérez,2025-01-25,Logitech MX Master 3,Accessories,99.99
20,24,Antonia Pérez,2025-01-25,Google Nest Hub,Smart Home,99.99
20,24,Antonia Pérez,2025-01-25,Fitbit Charge 5,Wearables,149.99
20,24,Antonia Pérez,2025-01-25,AirPods Pro,Audio,249.0
20,24,Antonia Pérez,2025-01-25,Razer Gaming Chair,Gaming,349.0
20,24,Antonia Pérez,2025-01-25,"Sony Bravia 55""",Televisions,1099.0
20,24,Antonia Pérez,2025-01-25,Razer Gaming Chair,Gaming,349.0
20,24,Antonia Pérez,2025-01-25,Philips Hue Bulb,Smart Home,49.99
20,24,Antonia Pérez,2025-01-25,iPhone 14,Smartphones,899.99
21,434,Matías Sánchez,2024-08-30,AirPods Pro,Audio,249.0
21,434,Matías Sánchez,2024-08-30,"Samsung QLED 65""",Televisions,1299.0
21,434,Matías Sánchez,2024-08-30,Dell XPS 13,Laptops,1499.0
21,434,Matías Sánchez,2024-08-30,Samsung Galaxy S23,Smartphones,849.99
21,434,Matías Sánchez,2024-08-30,Philips Hue Bulb,Smart Home,49.99
21,434,Matías Sánchez,2024-08-30,Google Nest Hub,Smart Home,99.99
21,434,Matías Sánchez,2024-08-30,Razer Gaming Chair,Gaming,349.0
21,434,Matías Sánchez,2024-08-30,Google Nest Hub,Smart Home,99.99
21,434,Matías Sánchez,2024-08-30,Apple Watch Series 8,Wearables,399.0
21,434,Matías Sánchez,2024-08-30,Razer Gaming Chair,Gaming,349.0
22,3,Catalina Flores,2024-10-10,Razer Gaming Chair,Gaming,349.0
22,3,Catalina Flores,2024-10-10,Google Nest Hub,Smart Home,99.99
22,3,Catalina Flores,2024-10-10,Fitbit Charge 5,Wearables,149.99
22,3,Catalina Flores,2024-10-10,Philips Hue Bulb,Smart Home,49.99
22,3,Catalina Flores,2024-10-10,"MacBook Pro 14""",Laptops,1999.0
22,3,Catalina Flores,2024-10-10,Bose QC 45,Audio,329.0
22,3,Catalina Flores,2024-10-10,Kindle Paperwhite,E-Readers,139.99
22,3,Catalina Flores,2024-10-10,Apple Watch Series 8,Wearables,399.0
22,3,Catalina Flores,2024-10-10,Bose QC 45,Audio,329.0
22,3,Catalina Flores,2024-10-10,GoPro HERO11,Cameras,499.0
23,161,Daniela Rojas,2024-09-07,"MacBook Pro 14""",Laptops,1999.0
23,161,Daniela Rojas,2024-09-07,"Samsung QLED 65""",Televisions,1299.0
23,161,Daniela Rojas,2024-09-07,Logitech MX Master 3,Accessories,99.99
23,161,Daniela Rojas,2024-09-07,GoPro HERO11,Cameras,499.0
23,161,Daniela Rojas,2024-09-07,Apple Watch Series 8,Wearables,399.0
23,161,Daniela Rojas,2024-09-07,GoPro HERO11,Cameras,499.0
23,161,Daniela Rojas,2024-09-07,"Sony Bravia 55""",Televisions,1099.0
23,161,Daniela Rojas,2024-09-07,Fitbit Charge 5,Wearables,149.99
23,161,Daniela Rojas,2024-09-07,"Samsung QLED 65""",Televisions,1299.0
23,161,Daniela Rojas,2024-09-07,Dell XPS 13,Laptops,1499.0
24,63,Daniela Vargas,2024-08-14,Kindle Paperwhite,E-Readers,139.99
24,63,Daniela Vargas,2024-08-14,Google Nest Hub,Smart Home,99.99
24,63,Daniela Vargas,2024-08-14,Razer Gaming Chair,Gaming,349.0
24,63,Daniela Vargas,2024-08-14,Kindle Paperwhite,E-Readers,139.99
24,63,Daniela Vargas,2024-08-14,Kindle Paperwhite,E-Readers,139.99
24,63,Daniela Vargas,2024-08-14,"Samsung QLED 65""",Televisions,1299.0
24,63,Daniela Vargas,2024-08-14,Fitbit Charge 5,Wearables,149.99
24,63,Daniela Vargas,2024-08-14,"Samsung QLED 65""",Televisions,1299.0
24,63,Daniela Vargas,2024-08-14,Fitbit Charge 5,Wearables,149.99
24,63,Daniela Vargas,2024-08-14,Logitech MX Master 3,Accessories,99.99
25,801,Josefa Silva,2024-09-25,Samsung Galaxy S23,Smartphones,849.99
25,801,Josefa Silva,2024-09-25,Kindle Paperwhite,E-Readers,139.99
25,801,Josefa Silva,2024-09-25,Logitech MX Master 3,Accessories,99.99
25,801,Josefa Silva,2024-09-25,Kindle Paperwhite,E-Readers,139.99
25,801,Josefa Silva,2024-09-25,Apple Magic Keyboard,Accessories,129.99
25,801,Josefa Silva,2024-09-25,Instant Pot Duo,Kitchen,89.99
25,801,Josefa Silva,2024-09-25,Apple Magic Keyboard,Accessories,129.99
25,801,Josefa Silva,2024-09-25,"MacBook Pro 14""",Laptops,1999.0
25,801,Josefa Silva,2024-09-25,Google Nest Hub,Smart Home,99.99
25,801,Josefa Silva,2024-09-25,"MacBook Pro 14""",Laptops,1999.0
26,342,Carlos Ortega,2025-01-04,"Samsung QLED 65""",Televisions,1299.0
26,342,Carlos Ortega,2025-01-04,GoPro HERO11,Cameras,499.0
26,342,Carlos Ortega,2025-01-04,iPhone 14,Smartphones,899.99
26,342,Carlos Ortega,2025-01-04,Bose QC 45,Audio,329.0
26,342,Carlos Ortega,2025-01-04,"Sony Bravia 55""",Televisions,1099.0
26,342,Carlos Ortega,2025-01-04,Instant Pot Duo,Kitchen,89.99
26,342,Carlos Ortega,2025-01-04,Canon EOS M50,Cameras,679.0
26,342,Carlos Ortega,2025-01-04,"MacBook Pro 14""",Laptops,1999.0
26,342,Carlos Ortega,2025-01-04,iPhone 14,Smartphones,899.99
26,342,Carlos Ortega,2025-01-04,Apple Magic Keyboard,Accessories,129.99
27,484,Carlos Vargas,2024-08-29,GoPro HERO11,Cameras,499.0
27,484,Carlos Vargas,2024-08-29,"Sony Bravia 55""",Televisions,1099.0
27,484,Carlos Vargas,2024-08-29,Bose QC 45,Audio,329.0
27,484,Carlos Vargas,2024-08-29,Dell XPS 13,Laptops,1499.0
27,484,Carlos Vargas,2024-08-29,Apple Magic Keyboard,Accessories,129.99
27,484,Carlos Vargas,2024-08-29,"Sony Bravia 55""",Televisions,1099.0
27,484,Carlos Vargas,2024-08-29,Canon EOS M50,Cameras,679.0
27,484,Carlos Vargas,2024-08-29,Bose QC 45,Audio,329.0
27,484,Carlos Vargas,2024-08-29,Razer Gaming Chair,Gaming,349.0
27,484,Carlos Vargas,2024-08-29,GoPro HERO11,Cameras,499.0
28,323,Matías Torres,2024-10-12,Fitbit Charge 5,Wearables,149.99
28,323,Matías Torres,2024-10-12,Razer Gaming Chair,Gaming,349.0
28,323,Matías Torres,2024-10-12,Samsung Galaxy S23,Smartphones,849.99
28,323,Matías Torres,2024-10-12,AirPods Pro,Audio,249.0
28,323,Matías Torres,2024-10-12,Google Nest Hub,Smart Home,99.99
28,323,Matías Torres,2024-10-12,Dell XPS 13,Laptops,1499.0
28,323,Matías Torres,2024-10-12,iPhone 14,Smartphones,899.99
28,323,Matías Torres,2024-10-12,Canon EOS M50,Cameras,679.0
28,323,Matías Torres,2024-10-12,Bose QC 45,Audio,329.0
28,323,Matías Torres,2024-10-12,"MacBook Pro 14""",Laptops,1999.0
29,324,Ignacio Morales,2024-09-08,Fitbit Charge 5,Wearables,149.99
29,324,Ignacio Morales,2024-09-08,Dell XPS 13,Laptops,1499.0
29,324,Ignacio Morales,2024-09-08,Razer Gaming Chair,Gaming,349.0
29,324,Ignacio Morales,2024-09-08,Ninja Air Fryer,Kitchen,119.99
29,324,Ignacio Morales,2024-09-08,"MacBook Pro 14""",Laptops,1999.0
29,324,Ignacio Morales,2024-09-08,Canon EOS M50,Cameras,679.0
29,324,Ignacio Morales,2024-09-08,Apple Magic Keyboard,Accessories,129.99
29,324,Ignacio Morales,2024-09-08,AirPods Pro,Audio,249.0
29,324,Ignacio Morales,2024-09-08,Ninja Air Fryer,Kitchen,119.99
29,324,Ignacio Morales,2024-09-08,Bose QC 45,Audio,329.0
30,418,Sebastián Reyes,2025-03-31,Google Nest Hub,Smart Home,99.99
30,418,Sebastián Reyes,2025-03-31,"Sony Bravia 55""",Televisions,1099.0
30,418,Sebastián Reyes,2025-03-31,Bose QC 45,Audio,329.0
30,418,Sebastián Reyes,2025-03-31,Logitech MX Master 3,Accessories,99.99
30,418,Sebastián Reyes,2025-03-31,Bose QC 45,Audio,329.0
30,418,Sebastián Reyes,2025-03-31,Philips Hue Bulb,Smart Home,49.99
30,418,Sebastián Reyes,2025-03-31,GoPro HERO11,Cameras,499.0
30,418,Sebastián Reyes,2025-03-31,Dell XPS 13,Laptops,1499.0
30,418,Sebastián Reyes,2025-03-31,Fitbit Charge 5,Wearables,149.99
30,418,Sebastián Reyes,2025-03-31,Instant Pot Duo,Kitchen,89.99
31,745,Jorge Pérez,2024-09-13,"Samsung QLED 65""",Televisions,1299.0
31,745,Jorge Pérez,2024-09-13,iPhone 14,Smartphones,899.99
31,745,Jorge Pérez,2024-09-13,Logitech MX Master 3,Accessories,99.99
31,745,Jorge Pérez,2024-09-13,"MacBook Pro 14""",Laptops,1999.0
31,745,Jorge Pérez,2024-09-13,Google Nest Hub,Smart Home,99.99
31,745,Jorge Pérez,2024-09-13,GoPro HERO11,Cameras,499.0
31,745,Jorge Pérez,2024-09-13,Canon EOS M50,Cameras,679.0
31,745,Jorge Pérez,2024-09-13,Philips Hue Bulb,Smart Home,49.99
31,745,Jorge Pérez,2024-09-13,AirPods Pro,Audio,249.0
31,745,Jorge Pérez,2024-09-13,"Samsung QLED 65""",Televisions,1299.0
32,527,Daniela López,2024-10-20,GoPro HERO11,Cameras,499.0
32,527,Daniela López,2024-10-20,Philips Hue Bulb,Smart Home,49.99
32,527,Daniela López,2024-10-20,Google Nest Hub,Smart Home,99.99
32,527,Daniela López,2024-10-20,"Sony Bravia 55""",Televisions,1099.0
32,527,Daniela López,2024-10-20,Apple Magic Keyboard,Accessories,129.99
32,527,Daniela López,2024-10-20,"MacBook Pro 14""",Laptops,1999.0
32,527,Daniela López,2024-10-20,"Sony Bravia 55""",Televisions,1099.0
32,527,Daniela López,2024-10-20,"MacBook Pro 14""",Laptops,1999.0
32,527,Daniela López,2024-10-20,Ninja Air Fryer,Kitchen,119.99
32,527,Daniela López,2024-10-20,Apple Magic Keyboard,Accessories,129.99
33,529,Isidora Rojas,2025-03-30,Canon EOS M50,Cameras,679.0
33,529,Isidora Rojas,2025-03-30,Apple Magic Keyboard,Accessories,129.99
33,529,Isidora Rojas,2025-03-30,Instant Pot Duo,Kitchen,89.99
33,529,Isidora Rojas,2025-03-30,Canon EOS M50,Cameras,679.0
33,529,Isidora Rojas,2025-03-30,Razer Gaming Chair,Gaming,349.0
33,529,Isidora Rojas,2025-03-30,Philips Hue Bulb,Smart Home,49.99
33,529,Isidora Rojas,2025-03-30,Bose QC 45,Audio,329.0
33,529,Isidora Rojas,2025-03-30,Apple Magic Keyboard,Accessories,129.99
33,529,Isidora Rojas,2025-03-30,Apple Watch Series 8,Wearables,399.0
33,529,Isidora Rojas,2025-03-30,iPhone 14,Smartphones,899.99
34,923,Valentina López,2025-01-27,Logitech MX Master 3,Accessories,99.99
34,923,Valentina López,2025-01-27,Dell XPS 13,Laptops,1499.0
34,923,Valentina López,2025-01-27,Apple Magic Keyboard,Accessories,129.99
34,923,Valentina López,2025-01-27,"Sony Bravia 55""",Televisions,1099.0
34,923,Valentina López,2025-01-27,Canon EOS M50,Cameras,679.0
34,923,Valentina López,2025-01-27,iPhone 14,Smartphones,899.99
34,923,Valentina López,2025-01-27,Kindle Paperwhite,E-Readers,139.99
34,923,Valentina López,2025-01-27,Fitbit Charge 5,Wearables,149.99
34,923,Valentina López,2025-01-27,Philips Hue Bulb,Smart Home,49.99
34,923,Valentina López,2025-01-27,Canon EOS M50,Cameras,679.0
35,271,Ignacio Vargas,2025-07-07,AirPods Pro,Audio,249.0
35,271,Ignacio Vargas,2025-07-07,Fitbit Charge 5,Wearables,149.99
35,271,Ignacio Vargas,2025-07-07,Fitbit Charge 5,Wearables,149.99
35,271,Ignacio Vargas,2025-07-07,Fitbit Charge 5,Wearables,149.99
35,271,Ignacio Vargas,2025-07-07,Philips Hue Bulb,Smart Home,49.99
35,271,Ignacio Vargas,2025-07-07,Canon EOS M50,Cameras,679.0
35,271,Ignacio Vargas,2025-07-07,Dell XPS 13,Laptops,1499.0
35,271,Ignacio Vargas,2025-07-07,Kindle Paperwhite,E-Readers,139.99
35,271,Ignacio Vargas,2025-07-07,AirPods Pro,Audio,249.0
35,271,Ignacio Vargas,2025-07-07,Google Nest Hub,Smart Home,99.99
36,271,Ignacio Vargas,2025-05-26,Ninja Air Fryer,Kitchen,119.99
36,271,Ignacio Vargas,2025-05-26,AirPods Pro,Audio,249.0
36,271,Ignacio Vargas,2025-05-26,GoPro HERO11,Cameras,499.0
36,271,Ignacio Vargas,2025-05-26,Fitbit Charge 5,Wearables,149.99
