user_id,first_name,last_name,gender,country,username,email,phone_number,status
43,María,Morales,F,Rancagua,mara_morales_43,mara.morales43@example.com,+56 9 62460528,inactive
44,Isidora,Muñoz,F,Parral,isidora_muoz_44,isidora.muoz44@example.com,+56 9 69185918,active
45,Catalina,Flores,F,Curicó,catalina_flores_45,catalina.flores45@example.com,+56 9 02790767,inactive
46,Isidora,Romero,F,Talca,isidora_romero_46,isidora.romero46@example.com,+56 9 53373005,inactive
47,Matías,Flores,M,Santiago,matas_flores_47,matas.flores47@example.com,+56 9 94839832,inactive
48,Luis,Silva,M,San Fernando,luis_silva_48,luis.silva48@example.com,+56 9 21091655,inactive
49,María,Fuentes,F,Santiago,mara_fuentes_49,mara.fuentes49@example.com,+56 9 10327076,inactive
50,Benjamín,Ortega,M,Parral,benjamn_ortega_50,benjamn.ortega50@example.com,+56 9 93294442,active
51,Carlos,Rojas,M,Curicó,carlos_rojas_51,carlos.rojas51@example.com,+56 9 37114063,active
52,Ignacio,Díaz,M,Rancagua,ignacio_daz_52,ignacio.daz52@example.com,+56 9 32637897,inactive
53,Luis,González,M,Curicó,luis_gonzlez_53,luis.gonzlez53@example.com,+56 9 44265133,inactive
54,Diego,González,M,Talca,diego_gonzlez_54,diego.gonzlez54@example.com,+56 9 88793141,inactive
55,Jorge,Romero,M,San Fernando,jorge_romero_55,jorge.romero55@example.com,+56 9 49287137,active
56,Diego,Silva,M,Curicó,diego_silva_56,diego.silva56@example.com,+56 9 11593879,inactive
57,María,Herrera,F,Valparaiso,mara_herrera_57,mara.herrera57@example.com,+56 9 38499994,active
58,Pedro,Romero,M,Valparaiso,pedro_romero_58,pedro.romero58@example.com,+56 9 91193292,active
59,Diego,Rodríguez,M,Rancagua,diego_rodrguez_59,diego.rodrguez59@example.com,+56 9 67712744,active
60,Luis,López,M,Valparaiso,luis_lpez_60,luis.lpez60@example.com,+56 9 93464786,inactive
61,Benjamín,Castro,M,Curicó,benjamn_castro_61,benjamn.castro61@example.com,+56 9 21382427,active
62,Matías,Díaz,M,Valparaiso,matas_daz_62,matas.daz62@example.com,+56 9 57463755,inactive
63,Daniela,Vargas,F,Curicó,daniela_vargas_63,daniela.vargas63@example.com,+56 9 42568883,active
64,Pedro,Fuentes,M,Linares,pedro_fuentes_64,pedro.fuentes64@example.com,+56 9 26961306,inactive
65,Daniela,Reyes,F,Curicó,daniela_reyes_65,daniela.reyes65@example.com,+56 9 96568570,active
66,Andrés,Castro,M,Talca,andrs_castro_66,andrs.castro66@example.com,+56 9 79721157,inactive
67,Pedro,Rodríguez,M,Valparaiso,pedro_rodrguez_67,pedro.rodrguez67@example.com,+56 9 44662580,inactive
68,Carlos,Sánchez,M,Viña del Mar,carlos_snchez_68,carlos.snchez68@example.com,+56 9 38227889,inactive
69,Ignacio,Torres,M,Linares,ignacio_torres_69,ignacio.torres69@example.com,+56 9 23637843,active
70,Camila,Torres,F,Rancagua,camila_torres_70,camila.torres70@example.com,+56 9 29762394,inactive
71,Antonia,Pérez,F,Parral,antonia_prez_71,antonia.prez71@example.com,+56 9 87451766,inactive
72,Fernanda,Silva,F,Rancagua,fernanda_silva_72,fernanda.silva72@example.com,+56 9 84519104,active
73,Andrés,Pérez,M,Talca,andrs_prez_73,andrs.prez73@example.com,+56 9 52280990,inactive
74,Pedro,Rodríguez,M,Parral,pedro_rodrguez_74,pedro.rodrguez74@example.com,+56 9 63638617,inactive
75,Daniela,González,F,Parral,daniela_gonzlez_75,daniela.gonzlez75@example.com,+56 9 82353638,active
76,Diego,Herrera,M,Talca,diego_herrera_76,diego.herrera76@example.com,+56 9 09252744,inactive
77,Catalina,Morales,F,San Fernando,catalina_morales_77,catalina.morales77@example.com,+56 9 56563193,active
78,Benjamín,Morales,M,Curicó,benjamn_morales_78,benjamn.morales78@example.com,+56 9 02027519,inactive
79,Daniela,Rojas,F,Rancagua,daniela_rojas_79,daniela.rojas79@example.com,+56 9 63905003,active
80,Fernanda,Rodríguez,F,Viña del Mar,fernanda_rodrguez_80,fernanda.rodrguez80@example.com,+56 9 20775936,active
81,Andrés,Castro,M,Parral,andrs_castro_81,andrs.castro81@example.com,+56 9 32473043,inactive
82,Jorge,Rojas,M,Linares,jorge_rojas_82,jorge.rojas82@example.com,+56 9 26446209,active
83,Valentina,Navarro,F,Rancagua,valentina_navarro_83,valentina.navarro83@example.com,+56 9 84082412,active
84,Josefa,Vargas,F,Viña del Mar,josefa_vargas_84,josefa.vargas84@example.com,+56 9 87640141,inactive
85,Valentina,González,F,Linares,valentina_gonzlez_85,valentina.gonzlez85@example.com,+56 9 22019823,inactive
86,Pedro,Flores,M,Curicó,pedro_flores_86,pedro.flores86@example.com,+56 9 95521663,active
87,Andrés,Castro,M,Viña del Mar,andrs_castro_87,andrs.castro87@example.com,+56 9 55846915,active
88,Pedro,Fuentes,M,Rancagua,pedro_fuentes_88,pedro.fuentes88@example.com,+56 9 54033626,active
89,Sebastián,Flores,M,San Fernando,sebastin_flores_89,sebastin.flores89@example.com,+56 9 29270246,inactive
90,Florencia,Herrera,F,Talca,florencia_herrera_90,florencia.herrera90@example.com,+56 9 32178505,inactive
91,Florencia,Sánchez,F,Viña del Mar,florencia_snchez_91,florencia.snchez91@example.com,+56 9 84479716,inactive
92,Josefa,Fuentes,F,Linares,josefa_fuentes_92,josefa.fuentes92@example.com,+56 9 27903139,inactive
93,Carlos,González,M,Puerto Montt,carlos_gonzlez_93,carlos.gonzlez93@example.com,+56 9 03177491,active
94,Luis,Silva,M,Curicó,luis_silva_94,luis.silva94@example.com,+56 9 38308978,inactive
95,Valentina,Torres,F,Parral,valentina_torres_95,valentina.torres95@example.com,+56 9 87685242,inactive
96,Luis,Ortega,M,Rancagua,luis_ortega_96,luis.ortega96@example.com,+56 9 12425676,active
97,Josefa,Sánchez,F,Rancagua,josefa_snchez_97,josefa.snchez97@example.com,+56 9 42671824,active
98,Josefa,Flores,F,Curicó,josefa_flores_98,josefa.flores98@example.com,+56 9 48267785,inactive
99,Florencia,Muñoz,F,Parral,florencia_muoz_99,florencia.muoz99@example.com,+56 9 69807043,active
100,Luis,González,M,Curicó,luis_gonzlez_100,luis.gonzlez100@example.com,+56 9 53592116,inactive
101,Florencia,González,F,Valparaiso,florencia_gonzlez_101,florencia.gonzlez101@example.com,+56 9 40253078,active
102,Jorge,Castro,M,Rancagua,jorge_castro_102,jorge.castro102@example.com,+56 9 81054967,inactive
103,Daniela,Romero,F,Linares,daniela_romero_103,daniela.romero103@example.com,+56 9 63588996,active
104,Ignacio,Torres,M,San Fernando,ignacio_torres_104,ignacio.torres104@example.com,+56 9 04340789,active
105,Fernanda,Fuentes,F,Curicó,fernanda_fuentes_105,fernanda.fuentes105@example.com,+56 9 20892627,active
106,Luis,Rodríguez,M,San Fernando,luis_rodrguez_106,luis.rodrguez106@example.com,+56 9 48272044,active
107,Benjamín,Morales,M,San Fernando,benjamn_morales_107,benjamn.morales107@example.com,+56 9 00956442,active
108,Catalina,Romero,F,Viña del Mar,catalina_romero_108,catalina.romero108@example.com,+56 9 74687637,active
109,Camila,Vargas,F,Valparaiso,camila_vargas_109,camila.vargas109@example.com,+56 9 15552722,inactive
110,Sebastián,Vargas,M,Talca,sebastin_vargas_110,sebastin.vargas110@example.com,+56 9 17592660,inactive
111,Isidora,Díaz,F,Valparaiso,isidora_daz_111,isidora.daz111@example.com,+56 9 91848403,active
112,Antonia,Rodríguez,F,Curicó,antonia_rodrguez_112,antonia.rodrguez112@example.com,+56 9 69362848,inactive
113,María,Romero,F,Puerto Montt,mara_romero_113,mara.romero113@example.com,+56 9 20876456,active
114,Sebastián,Vargas,M,Viña del Mar,sebastin_vargas_114,sebastin.vargas114@example.com,+56 9 85815001,active
115,Valentina,Romero,F,San Fernando,valentina_romero_115,valentina.romero115@example.com,+56 9 40846947,inactive
116,Benjamín,Pérez,M,Rancagua,benjamn_prez_116,benjamn.prez116@example.com,+56 9 39747356,inactive
117,Catalina,Rodríguez,F,Santiago,catalina_rodrguez_117,catalina.rodrguez117@example.com,+56 9 63277531,active
118,Matías,López,M,Viña del Mar,matas_lpez_118,matas.lpez118@example.com,+56 9 72926287,active
119,Ignacio,Romero,M,Linares,ignacio_romero_119,ignacio.romero119@example.com,+56 9 06857825,inactive
120,Jorge,Morales,M,Rancagua,jorge_morales_120,jorge.morales120@example.com,+56 9 76611929,inactive
121,Matías,González,M,Viña del Mar,matas_gonzlez_121,matas.gonzlez121@example.com,+56 9 83665821,active
122,Pedro,Navarro,M,Viña del Mar,pedro_navarro_122,pedro.navarro122@example.com,+56 9 92301405,active
123,Fernanda,Torres,F,Viña del Mar,fernanda_torres_123,fernanda.torres123@example.com,+56 9 49798373,inactive
124,Luis,Herrera,M,Rancagua,luis_herrera_124,luis.herrera124@example.com,+56 9 69190859,active
125,Sebastián,Romero,M,Valparaiso,sebastin_romero_125,sebastin.romero125@example.com,+56 9 96208486,active
126,Daniela,Muñoz,F,Rancagua,daniela_muoz_126,daniela.muoz126@example.com,+56 9 96190476,inactive
127,Camila,Rodríguez,F,Puerto Montt,camila_rodrguez_127,camila.rodrguez127@example.com,+56 9 21873850,active
128,Florencia,Vargas,F,San Fernando,florencia_vargas_128,florencia.vargas128@example.com,+56 9 30331262,inactive
129,Jorge,Flores,M,Puerto Montt,jorge_flores_129,jorge.flores129@example.com,+56 9 76163343,active
130,Diego,Reyes,M,Puerto Montt,diego_reyes_130,diego.reyes130@example.com,+56 9 60396422,inactive
131,Catalina,Muñoz,F,Santiago,catalina_muoz_131,catalina.muoz131@example.com,+56 9 78087142,inactive
132,Carlos,López,M,Parral,carlos_lpez_132,carlos.lpez132@example.com,+56 9 77056367,active
133,Diego,Rodríguez,M,Valparaiso,diego_rodrguez_133,diego.rodrguez133@example.com,+56 9 86476320,active
134,Camila,Rojas,F,Parral,camila_rojas_134,camila.rojas134@example.com,+56 9 21359646,active
135,María,González,F,Linares,mara_gonzlez_135,mara.gonzlez135@example.com,+56 9 74385445,inactive
136,Josefa,González,F,Valparaiso,josefa_gonzlez_136,josefa.gonzlez136@example.com,+56 9 53543694,inactive
137,Jorge,González,M,Rancagua,jorge_gonzlez_137,jorge.gonzlez137@example.com,+56 9 49597508,inactive
138,Antonia,Reyes,F,Viña del Mar,antonia_reyes_138,antonia.reyes138@example.com,+56 9 20538177,inactive
139,Isidora,Rojas,F,Rancagua,isidora_rojas_139,isidora.rojas139@example.com,+56 9 23537115,active
140,María,López,F,Talca,mara_lpez_140,mara.lpez140@example.com,+56 9 92890806,active
141,Isidora,Reyes,F,Rancagua,isidora_reyes_141,isidora.reyes141@example.com,+56 9 74472799,inactive
142,Benjamín,González,M,San Fernando,benjamn_gonzlez_142,benjamn.gonzlez142@example.com,+56 9 72466344,inactive
143,Ignacio,Pérez,M,Curicó,ignacio_prez_143,ignacio.prez143@example.com,+56 9 66096596,active
144,Carlos,Pérez,M,Valparaiso,carlos_prez_144,carlos.prez144@example.com,+56 9 77381769,active
145,Valentina,Ortega,F,Linares,valentina_ortega_145,valentina.ortega145@example.com,+56 9 22072096,inactive
146,María,Torres,F,Talca,mara_torres_146,mara.torres146@example.com,+56 9 12884771,active
147,Andrés,Flores,M,Talca,andrs_flores_147,andrs.flores147@example.com,+56 9 89698069,inactive
148,María,Navarro,F,Talca,mara_navarro_148,mara.navarro148@example.com,+56 9 16807845,active
149,Luis,Vargas,M,Santiago,luis_vargas_149,luis.vargas149@example.com,+56 9 03440193,active
150,Andrés,Rodríguez,M,Talca,andrs_rodrguez_150,andrs.rodrguez150@example.com,+56 9 60007289,active
151,Andrés,Romero,M,Valparaiso,andrs_romero_151,andrs.romero151@example.com,+56 9 94157807,inactive
152,Valentina,López,F,Linares,valentina_lpez_152,valentina.lpez152@example.com,+56 9 19287491,active
153,Ignacio,López,M,Curicó,ignacio_lpez_153,ignacio.lpez153@example.com,+56 9 11067878,active
154,Carlos,Rodríguez,M,Valparaiso,carlos_rodrguez_154,carlos.rodrguez154@example.com,+56 9 93128720,inactive
155,Diego,Díaz,M,Santiago,diego_daz_155,diego.daz155@example.com,+56 9 90552096,active
156,Sebastián,Rojas,M,Puerto Montt,sebastin_rojas_156,sebastin.rojas156@example.com,+56 9 78061893,inactive
157,Luis,Rojas,M,Valparaiso,luis_rojas_157,luis.rojas157@example.com,+56 9 55937296,inactive
158,Camila,Castro,F,Valparaiso,camila_castro_158,camila.castro158@example.com,+56 9 01428411,active
159,Florencia,Navarro,F,Viña del Mar,florencia_navarro_159,florencia.navarro159@example.com,+56 9 42153715,inactive
160,Valentina,Castro,F,Rancagua,valentina_castro_160,valentina.castro160@example.com,+56 9 76499207,active
161,Daniela,Rojas,F,Linares,daniela_rojas_161,daniela.rojas161@example.com,+56 9 55348504,inactive
162,Valentina,Rojas,F,Curicó,valentina_rojas_162,valentina.rojas162@example.com,+56 9 28375343,active
163,Isidora,Rodríguez,F,Parral,isidora_rodrguez_163,isidora.rodrguez163@example.com,+56 9 32029587,inactive
164,Fernanda,Silva,F,Linares,fernanda_silva_164,fernanda.silva164@example.com,+56 9 14645562,active
165,Ignacio,Torres,M,Puerto Montt,ignacio_torres_165,ignacio.torres165@example.com,+56 9 69442399,inactive
166,Benjamín,Vargas,M,Parral,benjamn_vargas_166,benjamn.vargas166@example.com,+56 9 34303302,active
167,Diego,Castro,M,Linares,diego_castro_167,diego.castro167@example.com,+56 9 66396217,active
168,Ignacio,López,M,Viña del Mar,ignacio_lpez_168,ignacio.lpez168@example.com,+56 9 02444417,active
169,Carlos,Pérez,M,Rancagua,carlos_prez_169,carlos.prez169@example.com,+56 9 95074254,active
170,Benjamín,López,M,Santiago,benjamn_lpez_170,benjamn.lpez170@example.com,+56 9 92185926,inactive
171,Valentina,Morales,F,Santiago,valentina_morales_171,valentina.morales171@example.com,+56 9 36238525,active
172,Jorge,Romero,M,Curicó,jorge_romero_172,jorge.romero172@example.com,+56 9 66595771,active
173,Isidora,Silva,F,Santiago,isidora_silva_173,isidora.silva173@example.com,+56 9 81710452,inactive
174,Catalina,Silva,F,Talca,catalina_silva_174,catalina.silva174@example.com,+56 9 66082061,inactive
175,Fernanda,Herrera,F,Viña del Mar,fernanda_herrera_175,fernanda.herrera175@example.com,+56 9 19255371,inactive
176,Jorge,Herrera,M,Linares,jorge_herrera_176,jorge.herrera176@example.com,+56 9 92250427,active
177,Diego,López,M,Santiago,diego_lpez_177,diego.lpez177@example.com,+56 9 43206597,inactive
178,Ignacio,Sánchez,M,Talca,ignacio_snchez_178,ignacio.snchez178@example.com,+56 9 31080769,inactive
179,Andrés,Pérez,M,Talca,andrs_prez_179,andrs.prez179@example.com,+56 9 85132413,inactive
180,Pedro,Vargas,M,Viña del Mar,pedro_vargas_180,pedro.vargas180@example.com,+56 9 61494519,inactive
181,Benjamín,Díaz,M,Parral,benjamn_daz_181,benjamn.daz181@example.com,+56 9 38918334,active
182,Florencia,Castro,F,Valparaiso,florencia_castro_182,florencia.castro182@example.com,+56 9 04358328,inactive
183,Benjamín,Castro,M,Santiago,benjamn_castro_183,benjamn.castro183@example.com,+56 9 98402147,inactive
184,Isidora,Sánchez,F,Puerto Montt,isidora_snchez_184,isidora.snchez184@example.com,+56 9 61295579,inactive
185,Pedro,Navarro,M,Valparaiso,pedro_navarro_185,pedro.navarro185@example.com,+56 9 89654589,inactive
186,Jorge,Rodríguez,M,Linares,jorge_rodrguez_186,jorge.rodrguez186@example.com,+56 9 72137377,inactive
187,Josefa,Rodríguez,F,Rancagua,josefa_rodrguez_187,josefa.rodrguez187@example.com,+56 9 50912931,inactive
188,Sebastián,Rojas,M,Linares,sebastin_rojas_188,sebastin.rojas188@example.com,+56 9 09347606,active
189,Fernanda,Rodríguez,F,San Fernando,fernanda_rodrguez_189,fernanda.rodrguez189@example.com,+56 9 36281769,active
190,Camila,Ortega,F,Curicó,camila_ortega_190,camila.ortega190@example.com,+56 9 53306934,active
191,Catalina,Herrera,F,Linares,catalina_herrera_191,catalina.herrera191@example.com,+56 9 52362409,active
192,Daniela,Rodríguez,F,Talca,daniela_rodrguez_192,daniela.rodrguez192@example.com,+56 9 48277195,inactive
193,Jorge,Rodríguez,M,Curicó,jorge_rodrguez_193,jorge.rodrguez193@example.com,+56 9 29165235,active
194,Carlos,Castro,M,Puerto Montt,carlos_castro_194,carlos.castro194@example.com,+56 9 01087232,inactive
195,Fernanda,Morales,F,Valparaiso,fernanda_morales_195,fernanda.morales195@example.com,+56 9 32292734,inactive
196,Valentina,Fuentes,F,Valparaiso,valentina_fuentes_196,valentina.fuentes196@example.com,+56 9 55360944,active
197,María,Navarro,F,Curicó,mara_navarro_197,mara.navarro197@example.com,+56 9 48610052,active
198,Isidora,González,F,Viña del Mar,isidora_gonzlez_198,isidora.gonzlez198@example.com,+56 9 30556986,inactive
199,Isidora,Pérez,F,Rancagua,isidora_prez_199,isidora.prez199@example.com,+56 9 61066455,inactive
200,Carlos,Rodríguez,M,San Fernando,carlos_rodrguez_200,carlos.rodrguez200@example.com,+56 9 67682813,active
201,Diego,Romero,M,Valparaiso,diego_romero_201,diego.romero201@example.com,+56 9 04342735,inactive
202,Andrés,Torres,M,Viña del Mar,andrs_torres_202,andrs.torres202@example.com,+56 9 15055288,inactive
203,Carlos,Rojas,M,Linares,carlos_rojas_203,carlos.rojas203@example.com,+56 9 61183798,active
204,Jorge,González,M,Linares,jorge_gonzlez_204,jorge.gonzlez204@example.com,+56 9 29879581,active
205,Antonia,Navarro,F,Rancagua,antonia_navarro_205,antonia.navarro205@example.com,+56 9 11377273,inactive
206,María,Castro,F,Valparaiso,mara_castro_206,mara.castro206@example.com,+56 9 68582211,active
207,Sebastián,González,M,Curicó,sebastin_gonzlez_207,sebastin.gonzlez207@example.com,+56 9 35466576,inactive
208,Pedro,Navarro,M,Parral,pedro_navarro_208,pedro.navarro208@example.com,+56 9 31402987,active
209,María,López,F,Linares,mara_lpez_209,mara.lpez209@example.com,+56 9 78952938,active
210,Sebastián,Muñoz,M,Parral,sebastin_muoz_210,sebastin.muoz210@example.com,+56 9 83575503,inactive
211,Carlos,Fuentes,M,Rancagua,carlos_fuentes_211,carlos.fuentes211@example.com,+56 9 85649942,active
212,Fernanda,Sánchez,F,Viña del Mar,fernanda_snchez_212,fernanda.snchez212@example.com,+56 9 21243497,inactive
213,Valentina,Rodríguez,F,Viña del Mar,valentina_rodrguez_213,valentina.rodrguez213@example.com,+56 9 55126485,active
214,Ignacio,Rojas,M,San Fernando,ignacio_rojas_214,ignacio.rojas214@example.com,+56 9 76368344,inactive
215,Benjamín,Rodríguez,M,Santiago,benjamn_rodrguez_215,benjamn.rodrguez215@example.com,+56 9 69465787,inactive
216,Diego,Castro,M,Parral,diego_castro_216,diego.castro216@example.com,+56 9 84040340,active
217,Fernanda,Vargas,F,Linares,fernanda_vargas_217,fernanda.vargas217@example.com,+56 9 43444163,inactive
218,Jorge,Sánchez,M,Talca,jorge_snchez_218,jorge.snchez218@example.com,+56 9 16141205,active
219,Antonia,Herrera,F,Valparaiso,antonia_herrera_219,antonia.herrera219@example.com,+56 9 51632715,active
220,Josefa,Silva,F,Linares,josefa_silva_220,josefa.silva220@example.com,+56 9 72065952,inactive
221,Daniela,Torres,F,Viña del Mar,daniela_torres_221,daniela.torres221@example.com,+56 9 94047222,inactive
222,Jorge,Ortega,M,Parral,jorge_ortega_222,jorge.ortega222@example.com,+56 9 69523673,active
223,Catalina,González,F,Valparaiso,catalina_gonzlez_223,catalina.gonzlez223@example.com,+56 9 07883374,inactive
224,Valentina,Ortega,F,San Fernando,valentina_ortega_224,valentina.ortega224@example.com,+56 9 01710575,inactive
225,Benjamín,Torres,M,Talca,benjamn_torres_225,benjamn.torres225@example.com,+56 9 70288234,inactive
226,Sebastián,Pérez,M,Rancagua,sebastin_prez_226,sebastin.prez226@example.com,+56 9 38464843,active
227,Carlos,González,M,San Fernando,carlos_gonzlez_227,carlos.gonzlez227@example.com,+56 9 68783734,inactive
228,Ignacio,Flores,M,Valparaiso,ignacio_flores_228,ignacio.flores228@example.com,+56 9 93006590,inactive
229,Ignacio,Díaz,M,Parral,ignacio_daz_229,ignacio.daz229@example.com,+56 9 11513314,active
230,Sebastián,Herrera,M,Curicó,sebastin_herrera_230,sebastin.herrera230@example.com,+56 9 44920619,active
231,Ignacio,Navarro,M,Linares,ignacio_navarro_231,ignacio.navarro231@example.com,+56 9 62631947,inactive
232,Camila,Rojas,F,Curicó,camila_rojas_232,camila.rojas232@example.com,+56 9 25509147,active
233,Diego,López,M,Santiago,diego_lpez_233,diego.lpez233@example.com,+56 9 52231667,active
234,Luis,Flores,M,Linares,luis_flores_234,luis.flores234@example.com,+56 9 95724223,inactive
235,Andrés,Ortega,M,Rancagua,andrs_ortega_235,andrs.ortega235@example.com,+56 9 63639282,active
236,María,Rojas,F,Viña del Mar,mara_rojas_236,mara.rojas236@example.com,+56 9 34290191,inactive
237,Ignacio,Reyes,M,San Fernando,ignacio_reyes_237,ignacio.reyes237@example.com,+56 9 20560155,inactive
238,Matías,Rojas,M,Talca,matas_rojas_238,matas.rojas238@example.com,+56 9 71502912,active
239,Florencia,López,F,Viña del Mar,florencia_lpez_239,florencia.lpez239@example.com,+56 9 80216338,inactive
240,Isidora,González,F,Valparaiso,isidora_gonzlez_240,isidora.gonzlez240@example.com,+56 9 88039677,active
241,Josefa,Navarro,F,Puerto Montt,josefa_navarro_241,josefa.navarro241@example.com,+56 9 78027302,inactive
242,Jorge,Rodríguez,M,Curicó,jorge_rodrguez_242,jorge.rodrguez242@example.com,+56 9 81992413,inactive
243,Florencia,González,F,Parral,florencia_gonzlez_243,florencia.gonzlez243@example.com,+56 9 73525121,active
244,Sebastián,Rodríguez,M,Santiago,sebastin_rodrguez_244,sebastin.rodrguez244@example.com,+56 9 99217064,inactive
245,Benjamín,Morales,M,Linares,benjamn_morales_245,benjamn.morales245@example.com,+56 9 38097646,active
246,Benjamín,Ortega,M,Parral,benjamn_ortega_246,benjamn.ortega246@example.com,+56 9 96764205,inactive
247,Daniela,Romero,F,Puerto Montt,daniela_romero_247,daniela.romero247@example.com,+56 9 97909336,active
248,Isidora,Castro,F,Puerto Montt,isidora_castro_248,isidora.castro248@example.com,+56 9 45461869,active
249,Catalina,Morales,F,Viña del Mar,catalina_morales_249,catalina.morales249@example.com,+56 9 53220170,inactive
250,Antonia,López,F,Santiago,antonia_lpez_250,antonia.lpez250@example.com,+56 9 03106654,active
251,Fernanda,Muñoz,F,Talca,fernanda_muoz_251,fernanda.muoz251@example.com,+56 9 27638400,inactive
252,Daniela,Morales,F,Curicó,daniela_morales_252,daniela.morales252@example.com,+56 9 44786920,inactive
253,Andrés,López,M,Talca,andrs_lpez_253,andrs.lpez253@example.com,+56 9 65301996,inactive
254,Antonia,Morales,F,Santiago,antonia_morales_254,antonia.morales254@example.com,+56 9 83045676,active
255,Fernanda,Morales,F,Viña del Mar,fernanda_morales_255,fernanda.morales255@example.com,+56 9 69250682,active
256,Matías,Muñoz,M,Puerto Montt,matas_muoz_256,matas.muoz256@example.com,+56 9 56361032,inactive
257,Daniela,Muñoz,F,Parral,daniela_muoz_257,daniela.muoz257@example.com,+56 9 45737876,inactive
258,Isidora,Rodríguez,F,Talca,isidora_rodrguez_258,isidora.rodrguez258@example.com,+56 9 76882845,active
