client_id,first_name,last_name,gender,country,username,email,phone_number,status
127,Jorge,Flores,M,Santiago,jorge_flores_127,jorge.flores127@example.com,+56 9 23029689,active
128,Sebastián,Pérez,M,Parral,sebastin_prez_128,sebastin.prez128@example.com,+56 9 38954867,inactive
129,María,Díaz,F,Rancagua,mara_daz_129,mara.daz129@example.com,+56 9 52383682,active
130,Matías,Navarro,M,Linares,matas_navarro_130,matas.navarro130@example.com,+56 9 69868306,inactive
131,Matías,Silva,M,Parral,matas_silva_131,matas.silva131@example.com,+56 9 05397806,active
132,Ignacio,Torres,M,Viña del Mar,ignacio_torres_132,ignacio.torres132@example.com,+56 9 31289537,active
133,María,González,F,Puerto Montt,mara_gonzlez_133,mara.gonzlez133@example.com,+56 9 05545596,inactive
134,Daniela,Flores,F,Talca,daniela_flores_134,daniela.flores134@example.com,+56 9 68806340,inactive
135,María,Díaz,F,Santiago,mara_daz_135,mara.daz135@example.com,+56 9 69605603,active
136,Sebastián,Silva,M,Rancagua,sebastin_silva_136,sebastin.silva136@example.com,+56 9 23213344,active
137,Pedro,Díaz,M,Parral,pedro_daz_137,pedro.daz137@example.com,+56 9 01390776,active
138,Daniela,Romero,F,Santiago,daniela_romero_138,daniela.romero138@example.com,+56 9 17036412,inactive
139,Valentina,López,F,Puerto Montt,valentina_lpez_139,valentina.lpez139@example.com,+56 9 81112500,inactive
140,Luis,Sánchez,M,Parral,luis_snchez_140,luis.snchez140@example.com,+56 9 93598615,inactive
141,Diego,Ortega,M,Valparaiso,diego_ortega_141,diego.ortega141@example.com,+56 9 41772301,inactive
142,Antonia,Morales,F,Puerto Montt,antonia_morales_142,antonia.morales142@example.com,+56 9 32761378,active
143,Carlos,Pérez,M,Puerto Montt,carlos_prez_143,carlos.prez143@example.com,+56 9 08878421,inactive
144,Carlos,Vargas,M,Santiago,carlos_vargas_144,carlos.vargas144@example.com,+56 9 59451246,active
145,Diego,González,M,Parral,diego_gonzlez_145,diego.gonzlez145@example.com,+56 9 39218444,inactive
146,Fernanda,Romero,F,Puerto Montt,fernanda_romero_146,fernanda.romero146@example.com,+56 9 80383476,active
147,Isidora,Rodríguez,F,Parral,isidora_rodrguez_147,isidora.rodrguez147@example.com,+56 9 88940728,inactive
148,María,Rojas,F,Rancagua,mara_rojas_148,mara.rojas148@example.com,+56 9 47427881,inactive
149,Carlos,Navarro,M,Talca,carlos_navarro_149,carlos.navarro149@example.com,+56 9 12305761,active
150,Daniela,Rodríguez,F,Parral,daniela_rodrguez_150,daniela.rodrguez150@example.com,+56 9 65713123,inactive
151,Sebastián,Pérez,M,Rancagua,sebastin_prez_151,sebastin.prez151@example.com,+56 9 87278245,active
152,Catalina,Castro,F,Parral,catalina_castro_152,catalina.castro152@example.com,+56 9 09449409,active
153,Fernanda,Rojas,F,Talca,fernanda_rojas_153,fernanda.rojas153@example.com,+56 9 50867250,active
154,Fernanda,Rodríguez,F,Parral,fernanda_rodrguez_154,fernanda.rodrguez154@example.com,+56 9 52330572,active
155,Carlos,Flores,M,Viña del Mar,carlos_flores_155,carlos.flores155@example.com,+56 9 40055107,active
156,Catalina,Díaz,F,Viña del Mar,catalina_daz_156,catalina.daz156@example.com,+56 9 62136376,inactive
157,Luis,Romero,M,Puerto Montt,luis_romero_157,luis.romero157@example.com,+56 9 91473120,active
158,Andrés,Silva,M,San Fernando,andrs_silva_158,andrs.silva158@example.com,+56 9 44453226,inactive
159,Carlos,Herrera,M,Parral,carlos_herrera_159,carlos.herrera159@example.com,+56 9 12209028,active
160,Ignacio,Vargas,M,Santiago,ignacio_vargas_160,ignacio.vargas160@example.com,+56 9 23158595,inactive
161,Catalina,Muñoz,F,Linares,catalina_muoz_161,catalina.muoz161@example.com,+56 9 45012007,active
162,Diego,Flores,M,Santiago,diego_flores_162,diego.flores162@example.com,+56 9 76804790,active
163,Florencia,Romero,F,Linares,florencia_romero_163,florencia.romero163@example.com,+56 9 95812960,inactive
164,Diego,Díaz,M,Valparaiso,diego_daz_164,diego.daz164@example.com,+56 9 06724616,active
165,Sebastián,Morales,M,Talca,sebastin_morales_165,sebastin.morales165@example.com,+56 9 00140064,inactive
166,Sebastián,Sánchez,M,Santiago,sebastin_snchez_166,sebastin.snchez166@example.com,+56 9 15015034,active
167,Camila,Pérez,F,Puerto Montt,camila_prez_167,camila.prez167@example.com,+56 9 67628901,active
168,Fernanda,Díaz,F,Talca,fernanda_daz_168,fernanda.daz168@example.com,+56 9 30653877,active
169,Fernanda,Díaz,F,Valparaiso,fernanda_daz_169,fernanda.daz169@example.com,+56 9 13567631,inactive
170,Matías,Pérez,M,Rancagua,matas_prez_170,matas.prez170@example.com,+56 9 72191269,active
171,Benjamín,Fuentes,M,Rancagua,benjamn_fuentes_171,benjamn.fuentes171@example.com,+56 9 77963041,inactive
172,Matías,Pérez,M,Viña del Mar,matas_prez_172,matas.prez172@example.com,+56 9 97029409,active
173,Sebastián,Castro,M,San Fernando,sebastin_castro_173,sebastin.castro173@example.com,+56 9 80363447,active
174,Camila,Castro,F,Valparaiso,camila_castro_174,camila.castro174@example.com,+56 9 48002473,inactive
175,Benjamín,Romero,M,Parral,benjamn_romero_175,benjamn.romero175@example.com,+56 9 37693979,active
176,María,Castro,F,Parral,mara_castro_176,mara.castro176@example.com,+56 9 16469523,inactive
177,Josefa,Herrera,F,Viña del Mar,josefa_herrera_177,josefa.herrera177@example.com,+56 9 46436353,active
178,Benjamín,Silva,M,Parral,benjamn_silva_178,benjamn.silva178@example.com,+56 9 63459030,inactive
179,Isidora,Díaz,F,Curicó,isidora_daz_179,isidora.daz179@example.com,+56 9 87907649,active
180,Isidora,Muñoz,F,Valparaiso,isidora_muoz_180,isidora.muoz180@example.com,+56 9 99359964,inactive
181,Luis,Muñoz,M,Parral,luis_muoz_181,luis.muoz181@example.com,+56 9 00575518,active
182,Carlos,Navarro,M,Viña del Mar,carlos_navarro_182,carlos.navarro182@example.com,+56 9 98864990,active
183,Josefa,Romero,F,San Fernando,josefa_romero_183,josefa.romero183@example.com,+56 9 56472163,active
184,Fernanda,Díaz,F,Valparaiso,fernanda_daz_184,fernanda.daz184@example.com,+56 9 00452951,active
185,María,Rodríguez,F,Santiago,mara_rodrguez_185,mara.rodrguez185@example.com,+56 9 90904655,inactive
186,Matías,Silva,M,San Fernando,matas_silva_186,matas.silva186@example.com,+56 9 12936929,inactive
187,Jorge,Torres,M,Rancagua,jorge_torres_187,jorge.torres187@example.com,+56 9 42264164,active
188,Fernanda,Romero,F,San Fernando,fernanda_romero_188,fernanda.romero188@example.com,+56 9 61221789,active
189,Matías,Fuentes,M,San Fernando,matas_fuentes_189,matas.fuentes189@example.com,+56 9 62305397,active
190,Ignacio,Fuentes,M,Viña del Mar,ignacio_fuentes_190,ignacio.fuentes190@example.com,+56 9 94319912,active
191,Josefa,Romero,F,Valparaiso,josefa_romero_191,josefa.romero191@example.com,+56 9 24116305,active
192,Andrés,Torres,M,Valparaiso,andrs_torres_192,andrs.torres192@example.com,+56 9 09898084,active
193,Valentina,Reyes,F,Curicó,valentina_reyes_193,valentina.reyes193@example.com,+56 9 62945110,inactive
194,Carlos,Navarro,M,Valparaiso,carlos_navarro_194,carlos.navarro194@example.com,+56 9 87619258,inactive
195,Pedro,Silva,M,Parral,pedro_silva_195,pedro.silva195@example.com,+56 9 71853091,active
196,Sebastián,Navarro,M,Rancagua,sebastin_navarro_196,sebastin.navarro196@example.com,+56 9 65175644,active
197,Luis,Flores,M,Rancagua,luis_flores_197,luis.flores197@example.com,+56 9 20622807,inactive
198,Benjamín,Rodríguez,M,Curicó,benjamn_rodrguez_198,benjamn.rodrguez198@example.com,+56 9 83010547,inactive
199,Isidora,González,F,Puerto Montt,isidora_gonzlez_199,isidora.gonzlez199@example.com,+56 9 38209903,active
200,Jorge,Castro,M,Curicó,jorge_castro_200,jorge.castro200@example.com,+56 9 12223509,inactive
201,Matías,Ortega,M,Parral,matas_ortega_201,matas.ortega201@example.com,+56 9 60817150,inactive
202,Sebastián,Vargas,M,Rancagua,sebastin_vargas_202,sebastin.vargas202@example.com,+56 9 87946943,active
203,Carlos,Torres,M,Santiago,carlos_torres_203,carlos.torres203@example.com,+56 9 86695172,active
204,María,González,F,Curicó,mara_gonzlez_204,mara.gonzlez204@example.com,+56 9 90367780,inactive
205,Carlos,Morales,M,Santiago,carlos_morales_205,carlos.morales205@example.com,+56 9 68834214,active
206,Fernanda,Sánchez,F,Viña del Mar,fernanda_snchez_206,fernanda.snchez206@example.com,+56 9 22760548,active
207,Isidora,Navarro,F,Parral,isidora_navarro_207,isidora.navarro207@example.com,+56 9 87365428,active
208,Isidora,Vargas,F,Viña del Mar,isidora_vargas_208,isidora.vargas208@example.com,+56 9 46699571,active
209,Matías,Romero,M,Rancagua,matas_romero_209,matas.romero209@example.com,+56 9 27484631,inactive
210,Daniela,Navarro,F,Santiago,daniela_navarro_210,daniela.navarro210@example.com,+56 9 33045324,inactive
211,Florencia,Vargas,F,Viña del Mar,florencia_vargas_211,florencia.vargas211@example.com,+56 9 85999620,active
212,Valentina,Muñoz,F,Linares,valentina_muoz_212,valentina.muoz212@example.com,+56 9 32066611,active
213,Florencia,Silva,F,Puerto Montt,florencia_silva_213,florencia.silva213@example.com,+56 9 08912447,active
214,María,Flores,F,Talca,mara_flores_214,mara.flores214@example.com,+56 9 08348883,inactive
215,Josefa,Reyes,F,Viña del Mar,josefa_reyes_215,josefa.reyes215@example.com,+56 9 11951232,active
216,Valentina,López,F,San Fernando,valentina_lpez_216,valentina.lpez216@example.com,+56 9 82778450,inactive
217,Pedro,Reyes,M,Parral,pedro_reyes_217,pedro.reyes217@example.com,+56 9 32687976,inactive
218,Florencia,Muñoz,F,San Fernando,florencia_muoz_218,florencia.muoz218@example.com,+56 9 06237225,active
219,Fernanda,Ortega,F,Curicó,fernanda_ortega_219,fernanda.ortega219@example.com,+56 9 51843277,active
220,Carlos,Sánchez,M,Puerto Montt,carlos_snchez_220,carlos.snchez220@example.com,+56 9 73964511,active
221,Jorge,Navarro,M,Talca,jorge_navarro_221,jorge.navarro221@example.com,+56 9 14042786,active
222,Catalina,Fuentes,F,Santiago,catalina_fuentes_222,catalina.fuentes222@example.com,+56 9 56947818,inactive
223,Carlos,Díaz,M,Talca,carlos_daz_223,carlos.daz223@example.com,+56 9 83270650,inactive
224,Carlos,Reyes,M,Parral,carlos_reyes_224,carlos.reyes224@example.com,+56 9 16033543,inactive
225,Andrés,Rodríguez,M,Talca,andrs_rodrguez_225,andrs.rodrguez225@example.com,+56 9 01329924,inactive
226,Camila,Romero,F,Santiago,camila_romero_226,camila.romero226@example.com,+56 9 31837415,inactive
227,Luis,Reyes,M,Curicó,luis_reyes_227,luis.reyes227@example.com,+56 9 99603465,active
228,Valentina,Vargas,F,Linares,valentina_vargas_228,valentina.vargas228@example.com,+56 9 11775924,inactive
229,Valentina,Herrera,F,Viña del Mar,valentina_herrera_229,valentina.herrera229@example.com,+56 9 37958456,inactive
230,Valentina,Sánchez,F,Valparaiso,valentina_snchez_230,valentina.snchez230@example.com,+56 9 44370178,active
231,Ignacio,Muñoz,M,Parral,ignacio_muoz_231,ignacio.muoz231@example.com,+56 9 26256910,active
232,Catalina,Ortega,F,Talca,catalina_ortega_232,catalina.ortega232@example.com,+56 9 54782043,active
233,Benjamín,Silva,M,Valparaiso,benjamn_silva_233,benjamn.silva233@example.com,+56 9 25436063,inactive
234,Ignacio,Morales,M,San Fernando,ignacio_morales_234,ignacio.morales234@example.com,+56 9 19222537,inactive
235,Valentina,Castro,F,Santiago,valentina_castro_235,valentina.castro235@example.com,+56 9 08135580,active
236,Florencia,Castro,F,Viña del Mar,florencia_castro_236,florencia.castro236@example.com,+56 9 24484999,inactive
237,Benjamín,Silva,M,Viña del Mar,benjamn_silva_237,benjamn.silva237@example.com,+56 9 78488483,active
238,Valentina,Silva,F,Linares,valentina_silva_238,valentina.silva238@example.com,+56 9 17333074,active
239,Pedro,Muñoz,M,Valparaiso,pedro_muoz_239,pedro.muoz239@example.com,+56 9 10604202,inactive
240,Fernanda,Sánchez,F,Talca,fernanda_snchez_240,fernanda.snchez240@example.com,+56 9 13836194,active
241,María,Flores,F,Viña del Mar,mara_flores_241,mara.flores241@example.com,+56 9 99680724,active
242,María,Romero,F,Santiago,mara_romero_242,mara.romero242@example.com,+56 9 70863157,active
243,Ignacio,Silva,M,Parral,ignacio_silva_243,ignacio.silva243@example.com,+56 9 69548613,active
244,Benjamín,Silva,M,Linares,benjamn_silva_244,benjamn.silva244@example.com,+56 9 02825443,inactive
245,Carlos,López,M,Viña del Mar,carlos_lpez_245,carlos.lpez245@example.com,+56 9 87671429,active
246,Daniela,Morales,F,Parral,daniela_morales_246,daniela.morales246@example.com,+56 9 10429719,active
247,Pedro,Romero,M,Parral,pedro_romero_247,pedro.romero247@example.com,+56 9 10856372,active
248,Diego,Reyes,M,Santiago,diego_reyes_248,diego.reyes248@example.com,+56 9 13853331,active
249,Jorge,Rodríguez,M,Parral,jorge_rodrguez_249,jorge.rodrguez249@example.com,+56 9 78176928,active
250,Diego,Romero,M,Rancagua,diego_romero_250,diego.romero250@example.com,+56 9 03265050,active
251,Sebastián,Sánchez,M,Santiago,sebastin_snchez_251,sebastin.snchez251@example.com,+56 9 63634205,active
252,Luis,Rojas,M,Parral,luis_rojas_252,luis.rojas252@example.com,+56 9 57738854,active
253,Florencia,Herrera,F,Puerto Montt,florencia_herrera_253,florencia.herrera253@example.com,+56 9 95178359,active
254,Antonia,Romero,F,San Fernando,antonia_romero_254,antonia.romero254@example.com,+56 9 78715313,inactive
255,Catalina,Herrera,F,Parral,catalina_herrera_255,catalina.herrera255@example.com,+56 9 47126022,active
256,Florencia,Torres,F,Parral,florencia_torres_256,florencia.torres256@example.com,+56 9 09567024,inactive
257,Luis,Rodríguez,M,Valparaiso,luis_rodrguez_257,luis.rodrguez257@example.com,+56 9 70095885,active
258,Valentina,Díaz,F,Valparaiso,valentina_daz_258,valentina.daz258@example.com,+56 9 34249826,active
259,Luis,Sánchez,M,Curicó,luis_snchez_259,luis.snchez259@example.com,+56 9 55828179,inactive
260,Carlos,Fuentes,M,San Fernando,carlos_fuentes_260,carlos.fuentes260@example.com,+56 9 80604800,active
